Gene	Category	DMSO	Size	rho	p	FDR	depleted	enriched
CTCF	Other	-0.0802790144170748	10	0.0978426450734247	0.571295099098461	0.933783509929941	360	NA
YEATS2	Other	-0.293911988461848	10	0.0981692498404555	0.572428665048974	0.934270434342704	361	NA
TRIM27	Other	0.149120697723248	10	0.0984470975942337	0.573447103207637	0.934568311058511	NA	325
CDYL	Other	0.161392117509592	10	0.0992123172380807	0.576201314228024	0.937690057215329	NA	326
STAG2	Other	0.21484037111146	10	0.0997195860142613	0.577937087089747	0.938043368923249	NA	327
GATA3	Other	0.131656503364045	10	0.0997509543487087	0.578096494801537	0.938043368923249	NA	328
TAF3	Other	-0.159219222948153	10	0.100311122448153	0.5801068031669	0.939941168029847	362	NA
USP4	Other	0.214046984937278	10	0.101281385048485	0.583259533466764	0.942832728351295	NA	329
AMER1	Other	0.135178104130932	10	0.101476576526471	0.583985724153811	0.942832728351295	NA	330
NAT1	Other	0.109367872205702	10	0.101851171937213	0.585438105527905	0.942832728351295	NA	331
UBR7	Other	0.116373518650024	10	0.101981636093199	0.585783488903452	0.942832728351295	NA	332
MSH6	Other	0.114055396759405	10	0.102318977284194	0.586784215094139	0.942832728351295	NA	333
SMYD2	Other	0.168682294489645	10	0.102489843847086	0.587333286101419	0.942832728351295	NA	334
MLLT6	Other	-0.210284248867681	10	0.103336635861507	0.590193768929666	0.942832728351295	363	NA
PRDM7	Nonessential	0.145560289552098	10	0.103347820204199	0.590211480897643	0.942832728351295	NA	335
NAPA	Essential	0.161085929969045	10	0.103424207193937	0.590530296321224	0.942832728351295	NA	336
HDGFRP3	Other	-0.0966488857099728	10	0.103446236657756	0.590583432225155	0.942832728351295	364	NA
HDAC6	Other	-0.114704062657637	10	0.10365132401157	0.591167927168388	0.942832728351295	365	NA
METTL21C	Other	0.164130712470352	10	0.103992555139775	0.592398908942773	0.943450114242193	NA	337
TAF1L	Other	-0.0803625348650042	10	0.104681923968592	0.594860872491543	0.944730004915385	366	NA
ALDH1B1	Other	-0.0122260124686556	10	0.104698744449688	0.594940576347438	0.944730004915385	367	NA
SMAD3	Other	-0.0956836842624635	10	0.104991359940914	0.595737614906392	0.944730004915385	368	NA
INO80C	Other	-0.102473583915591	10	0.106156901843139	0.599430560229547	0.947587505229396	369	NA
H2AFJ	Other	-0.163581346610711	10	0.106300932086451	0.599873359428966	0.947587505229396	370	NA
ERBB3	Other	-0.102615115673433	10	0.106744061423524	0.601157477107281	0.947587505229396	371	NA
ING1	Other	-0.11254452540962	10	0.106842138180482	0.60149400449884	0.947587505229396	372	NA
CBX3	Other	0.119357077197596	10	0.106922451618932	0.601777395986468	0.947587505229396	NA	338
FBXL7	Other	0.147940680365878	10	0.107439584085432	0.603725712463912	0.948485649126711	NA	339
ELL3	Other	0.159344856320437	10	0.107530411847098	0.604044527887494	0.948485649126711	NA	340
PRDM9	Nonessential	-0.0420071978303353	10	0.108022866097318	0.605638605005402	0.949654923416605	373	NA
CEBPA	Other	0.176194291908835	10	0.109256405643594	0.609464390088383	0.952849469047323	NA	341
HDAC5	Other	0.200756209651409	10	0.109519280451287	0.610456260295081	0.952849469047323	NA	342
PYGO1	Other	0.207126031442045	10	0.109580103043005	0.610651091942826	0.952849469047323	NA	343
PHC3	Other	0.0769461455257612	10	0.109713382085211	0.611085035158256	0.952849469047323	NA	344
UIMC1	Other	0.18114482174956	10	0.110235290984724	0.612537416532351	0.95357368146787	NA	345
ALKBH8	Other	0.187274944946241	10	0.110541561413104	0.613467294851131	0.95357368146787	NA	346
YWHAZ	Other	0.0711722886554469	10	0.110915619105764	0.614600860801644	0.95357368146787	NA	347
ZCWPW1	Other	-0.208792350602247	10	0.111265931889532	0.615610442976319	0.95357368146787	374	NA
METTL6	Other	-0.0943517526180551	10	0.111347741938863	0.615814130608052	0.95357368146787	375	NA
BRD8	Other	-0.115153288000593	10	0.111905975495284	0.617780159053472	0.95527460204584	376	NA
USP51	Other	0.165552845220906	10	0.112129235061488	0.618621477532369	0.95527460204584	NA	348
CDK5	Other	-0.15147422613651	10	0.112433751266006	0.61971076356294	0.955636736087402	377	NA
WT1	Other	-0.0327524048951972	10	0.11284065082344	0.620888609433394	0.956134249788615	378	NA
MUM1	Other	0.080637052632727	10	0.11367312453846	0.62375794824563	0.959231617797268	NA	349
LRWD1	Other	-0.0864365436172866	10	0.11453947633097	0.626317327618272	0.961844467413774	379	NA
CD79B	Other	-0.0621932252312237	10	0.114890225518373	0.627495173488726	0.962331418327018	380	NA
PYGO2	Other	-0.0846064812240104	10	0.115199832763101	0.628398483855541	0.962396582123966	381	NA
AIRE	Other	-0.00788309150648698	10	0.116355551815765	0.631932021466905	0.966484268125855	382	NA
KDM2B	Other	0.192672268549782	10	0.117173865253089	0.634500256823536	0.968574824740318	NA	350
CUL1	Other	0.0693969099622043	10	0.117382985059818	0.635031615862839	0.968574824740318	NA	351
TBL1XR1	Other	0.233773655476103	10	0.11769713935291	0.636112045909421	0.968900909164486	NA	352
PARP15	Other	-0.12293843045936	10	0.1180701235285	0.637183619972015	0.969212635549269	383	NA
IKBKB	Other	-0.0662899006634869	10	0.119172453397186	0.640770293487309	0.973344005596212	384	NA
JMJD7	Other	0.0183343990115265	10	0.11945694419555	0.641779875661985	0.973554818168384	NA	353
SETD4	Other	0.174999619409354	10	0.120337278086307	0.644684638410174	0.976636078241971	NA	354
APOBEC3B	Other	0.0786106455567383	10	0.121833102870453	0.649210046228236	0.981783516189457	NA	355
MBD4	Other	0.0950800076233685	10	0.122000014050837	0.649838821091411	0.981783516189457	NA	356
CDK6	Other	0.180083386004153	10	0.122375072615795	0.651184930657645	0.981956573673453	NA	357
ACTL6B	Other	0.136135276130891	10	0.122693466330742	0.652185656848332	0.981956573673453	NA	358
FBXW7	Other	-0.0858146158348621	10	0.123605937365287	0.654780460156928	0.981956573673453	385	NA
BRD9	Other	-0.150542178043001	10	0.123666257195735	0.655001859756638	0.981956573673453	386	NA
SIRT5	Other	0.183223917931167	10	0.123666257195735	0.655001859756638	0.981956573673453	NA	359
CLOCK	Other	0.130748264267534	10	0.123732334593927	0.655223259356347	0.981956573673453	NA	360
RAD54L	Other	-0.0478708848226464	10	0.125099986603782	0.659376715846898	0.986858324386655	387	NA
UBE2T	Other	0.159608099361298	10	0.126080331039114	0.662122070883296	0.988254064133204	NA	361
GLYR1	Other	0.217030038946775	10	0.126175812206507	0.662529446146761	0.988254064133204	NA	362
VCPKMT	Other	-0.0307098003992586	10	0.126725852678503	0.664247507040507	0.988254064133204	388	NA
CHD1L	Other	0.0529984030755799	10	0.126805274729987	0.664486618608194	0.988254064133204	NA	363
CDKN2C	Other	0.16918951906713	10	0.12695979417731	0.665035689615473	0.988254064133204	NA	364
METTL10	Other	0.109395662629877	10	0.12752650209521	0.666479215005579	0.988254064133204	NA	365
PRMT3	Other	0.0994412689204265	10	0.127529677148845	0.666496926973556	0.988254064133204	NA	366
GSE1	Other	0.0405543458546721	10	0.128121663253754	0.668312403691174	0.988743517208864	NA	367
NEK11	Other	0.000418137418525829	10	0.128242235053186	0.668595795178802	0.988743517208864	NA	368
ANP32A	Other	-0.107456378940196	10	0.128607998425465	0.669561097433536	0.988863021044509	389	NA
HDGFL1	Nonessential	0.00796605148955017	10	0.129193150642957	0.671367718167166	0.989283710979794	NA	369
BAZ2A	Other	0.0381261592601018	10	0.129295773798437	0.67161568571884	0.989283710979794	NA	370
SENP1	Other	0.0772820645571733	10	0.129947763376649	0.673661418020156	0.990991401771756	NA	371
ELP4	Other	0.0179658332200953	10	0.130358140772137	0.674768416018704	0.991315491601723	NA	372
RCHY1	Other	0.116928313063405	10	0.131143582729724	0.677203811615509	0.992943600642787	NA	373
FBXO9	Other	0.159866115231136	10	0.131522551791097	0.678355089533998	0.992943600642787	NA	374
USP13	Other	0.217107117087575	10	0.13161079857455	0.678541065197754	0.992943600642787	NA	375
RNF40	Other	-0.0747592344830916	10	0.132618551460003	0.681472395897908	0.993384454424824	390	NA
USP7	Other	0.10053188163821	10	0.133451808966476	0.683739527798934	0.993384454424824	NA	376
NAT2	Other	0.1345025239429	10	0.133908467824336	0.685165341221063	0.993384454424824	NA	377
PIAS2	Other	0.204948449081058	10	0.134022794353402	0.685439876724703	0.993384454424824	NA	378
NPM1	Other	-0.277446036339364	10	0.13413718562422	0.685723268212331	0.993384454424824	391	NA
ASCL1	Other	0.152127602857311	10	0.134251641644706	0.686095219539843	0.993384454424824	NA	379
PRMT8	Other	-0.0173869045523579	10	0.134480747966224	0.686741706370995	0.993384454424824	392	NA
NLK	Other	0.208721049224881	10	0.134763996109819	0.687591880833879	0.993384454424824	NA	380
UBE3D	Other	0.161839616574757	10	0.134782074883801	0.68764501673781	0.993384454424824	NA	381
ZBTB33	Other	0.140745510477639	10	0.134824893267527	0.687795568465612	0.993384454424824	NA	382
PHF3	Other	0.0732755796599865	10	0.135462482402833	0.68933650967959	0.993384454424824	NA	383
PTPN11	Other	-0.228657044116244	10	0.135536030983936	0.68950477337537	0.993384454424824	393	NA
PHF21B	Other	-0.0505250303885881	10	0.136091750294202	0.690983722701429	0.994233979382494	394	NA
PHF7	Other	0.116487743500555	10	0.137156371353351	0.693791069625746	0.996990251724401	NA	384
FLT3	Other	-0.0520841242712209	10	0.1379450964306	0.695650826263306	0.997625015666123	395	NA
ATXN7	Other	0.130912820412334	10	0.138501046604609	0.697103207637401	0.997625015666123	NA	385
PARP1	Other	0.10642247527846	10	0.139000182402059	0.698396181299704	0.997625015666123	NA	386
RSF1	Other	-0.165879959042342	10	0.139000182402059	0.698396181299704	0.997625015666123	396	NA
PRKAR1A	Other	0.021299016683302	10	0.139790305843957	0.700557041392869	0.997625015666123	NA	387
ZBTB16	Other	-0.0210332914244053	10	0.139848647344682	0.700787296976567	0.997625015666123	397	NA
PAX5	Other	0.174103133979918	10	0.139939463381389	0.701088400432172	0.997625015666123	NA	388
DNMT3L	Other	0.0507231910353793	10	0.14024745456217	0.701823447103208	0.997625015666123	NA	389
USP17L2	Nonessential	-0.167641644887535	10	0.140624382604448	0.702912733133778	0.997625015666123	398	NA
CUL4B	Other	0.123849674788141	10	0.14072612842423	0.70323154855736	0.997625015666123	NA	390
AKT1	Other	0.137072486294178	10	0.141119425337261	0.704400538443826	0.997625015666123	NA	391
PHF2	Other	-0.0439458819795288	10	0.141277212294339	0.704940753467118	0.997625015666123	399	NA
SP140	Other	0.0700218107671116	10	0.142617728516454	0.708589418870331	0.999969004056041	NA	392
PRMT7	Other	0.160003591559622	10	0.143440836496177	0.710794558883438	0.999969004056041	NA	393
RAG2	Other	0.118871951985322	10	0.143650996306793	0.711476469650543	0.999969004056041	NA	394
PHF11	Other	0.173844375121153	10	0.145174546616665	0.71581590180485	0.999969004056041	NA	395
RHOA	Other	0.15143645763769	10	0.145421302578554	0.716426964700048	0.999969004056041	NA	396
APOBEC3H	Other	0.10279660512047	10	0.145542007765451	0.716772348075595	0.999969004056041	NA	397
PRDM2	Other	0.169812687400115	10	0.146267106492217	0.718694096601073	0.999969004056041	NA	398
E2F6	Other	0.111386642021139	10	0.146874082594481	0.72046529339875	0.999969004056041	NA	399
PRKAG2	Other	0.208947884454895	10	0.146995572971303	0.720784108822331	0.999969004056041	NA	400
CCND1	Other	0.122507366691172	10	0.147482189202374	0.721997378628739	0.999969004056041	NA	401
CDK4	Other	0.179881163297899	10	0.147575335126408	0.722351617988275	0.999969004056041	NA	402
ZNHIT1	Other	-0.117415642747325	10	0.147664193062905	0.722608441523938	0.999969004056041	400	NA
USP49	Other	-0.0784323254722001	10	0.147958484875613	0.723547175826706	0.999969004056041	401	NA
ALDH6A1	Other	0.0825832456973591	10	0.148458565406632	0.724849005472998	0.999969004056041	NA	403
SETD7	Other	0.181276056116766	10	0.148470277145247	0.724866717440975	0.999969004056041	NA	404
SMYD1	Other	0.193399251013792	10	0.148726570049965	0.725433500416231	0.999969004056041	NA	405
CBX4	Other	-0.0685777246044157	10	0.14931633471806	0.726956729662233	0.999969004056041	402	NA
KDM3A	Other	0.121581830235996	10	0.149468986865837	0.727319825005756	0.999969004056041	NA	406
NUAK2	Other	0.137284457540281	10	0.149562001649714	0.727647496413326	0.999969004056041	NA	407
ZNF516	Other	0.0393421739331447	10	0.149684933470248	0.727948599868931	0.999969004056041	NA	408
METTL13	Other	-0.017711090306313	10	0.149807930866835	0.728276271276502	0.999969004056041	403	NA
NAT9	Other	0.163866426379563	10	0.14993099384413	0.728630510636037	0.999969004056041	NA	409
CHD5	Other	-0.171653219303763	10	0.150300576306414	0.729684372730654	0.999969004056041	404	NA
FBXO11	Other	0.174993808717346	10	0.150915735058446	0.731101330168795	0.999969004056041	NA	410
PWWP2B	Other	0.138901836099976	10	0.151412866525741	0.732412015799075	0.999969004056041	NA	411
TSSK6	Other	-0.0646137047513502	10	0.152157346887609	0.734218636532705	0.999969004056041	405	NA
PDGFRA	Other	-0.06209599459186	10	0.152281656748271	0.734590587860217	0.999969004056041	406	NA
WWP1	Other	0.135071407345918	10	0.15303592323115	0.736583184257603	0.999969004056041	NA	412
JAK3	Other	-0.130226189750339	10	0.153403401058048	0.737521918560371	0.999969004056041	407	NA
CDKN2A	Other	0.173245703621309	10	0.154841555805205	0.741214863883526	0.999969004056041	NA	413
DPF2	Other	0.0327170391430047	10	0.154907339350733	0.741365415611329	0.999969004056041	NA	414
RAD54L2	Other	0.15447624467001	10	0.155158916050666	0.741994190474504	0.999969004056041	NA	415
MYCN	Other	-0.0647213237978033	10	0.155662858553439	0.743304876104784	0.999969004056041	408	NA
G2E3	Other	-0.0365881917267127	10	0.156066031901028	0.74436759418339	0.999969004056041	409	NA
MYD88	Other	0.110962109937328	10	0.157462963627109	0.747697444163021	0.999969004056041	NA	416
HECTD2	Other	0.0037000828422593	10	0.157730413884167	0.748352786978161	0.999969004056041	NA	417
FBXO6	Other	0.191934020413779	10	0.158720963948079	0.750814750526931	0.999969004056041	NA	418
TLK1	Other	0.11578948278528	10	0.158743164028326	0.750859030446873	0.999969004056041	NA	419
PADI3	Other	0.169487105227321	10	0.1588363490907	0.751098142014559	0.999969004056041	NA	420
NOTCH2	Other	0.146543945992926	10	0.159573357821894	0.753081882427957	0.999969004056041	NA	421
ACTR5	Other	-0.0899167870507341	10	0.159604108879019	0.753179298251829	0.999969004056041	410	NA
CDK8	Other	0.0858352630297781	10	0.160015031814717	0.753923200906853	0.999969004056041	NA	422
ZNF592	Other	-0.0119474640759421	10	0.160117265964574	0.754188880426504	0.999969004056041	411	NA
JAK1	Other	-0.0651310098891503	10	0.161608239385152	0.758050089445438	0.999969004056041	412	NA
TDRD7	Other	0.087388090343451	10	0.161663061662212	0.758236065109194	0.999969004056041	NA	423
SIRT7	Other	-0.0507152115185428	10	0.161671451047006	0.758262633061159	0.999969004056041	413	NA
SFMBT1	Other	0.140437356978096	10	0.162650935847074	0.760600612834092	0.999969004056041	NA	424
TAF9	Other	0.148852220830931	10	0.163531921871096	0.762823464815176	0.999969004056041	NA	425
MBD3	Other	-0.132101676365413	10	0.163608651587767	0.763044864414885	0.999969004056041	414	NA
PRKAG3	Other	-0.0894789065122099	10	0.163738884955624	0.763372535822455	0.999969004056041	415	NA
TNFAIP3	Other	0.138071464300354	10	0.163738884955624	0.763372535822455	0.999969004056041	NA	426
USP14	Other	-0.126088307288854	10	0.163869184255418	0.76367363927806	0.999969004056041	416	NA
NTMT1	Other	0.027334013996017	10	0.164783125587599	0.765887635275155	0.999969004056041	NA	427
KAT2A	Other	0.160554040719755	10	0.165591243489969	0.767641120104855	0.999969004056041	NA	428
UBE2D1	Other	-0.0180446722678327	10	0.165700298208195	0.76788908765653	0.999969004056041	417	NA
RNF20	Other	0.0384549175366422	10	0.166094361479525	0.768854389911263	0.999969004056041	NA	429
STK38	Other	0.0282312555002323	10	0.166357400116653	0.769483164774438	0.999969004056041	NA	430
PRKCD	Other	0.0856866192494905	10	0.166635915444106	0.770049947749694	0.999969004056041	NA	431
KDM5B	Other	0.0434597797727404	10	0.166884268928493	0.770625586708939	0.999969004056041	NA	432
LBR	Other	0.120555392574707	10	0.167412193182086	0.771723728723498	0.999969004056041	NA	433
WDR61	Essential	0.127016933209534	10	0.167734758701607	0.772600471138348	0.999969004056041	NA	434
SMAD2	Other	0.141905556702982	10	0.168274254649242	0.773831452912733	0.999969004056041	NA	435
ASXL1	Other	0.1582392983527	10	0.168736621774545	0.774796755167467	0.999969004056041	NA	436
APOBEC3A	Other	0.189289660236922	10	0.168952693547149	0.775195274446944	0.999969004056041	NA	437
METTL25	Other	0.175590103299474	10	0.169324189927533	0.776045448909828	0.999969004056041	NA	438
CTBP1	Other	0.0784582915090539	10	0.169401310165684	0.776222568589596	0.999969004056041	NA	439
BRAP	Other	0.126972991034668	10	0.169578016755703	0.776559095981154	0.999969004056041	NA	440
KMT2D	Other	-0.120874807534098	10	0.170064298964124	0.777612958075772	0.999969004056041	418	NA
SUFU	Other	-0.0458388374826483	10	0.170514552768449	0.778649108202412	0.999969004056041	419	NA
MAP3K1	Other	0.142649182888727	10	0.171137219781444	0.780145769496449	0.999969004056041	NA	441
SAP30	Other	-0.0799036316151998	10	0.171613593352914	0.781376751270834	0.999969004056041	420	NA
CBX2	Other	-0.116650729464868	10	0.17167358926357	0.781509591030659	0.999969004056041	421	NA
FOXA1	Other	-0.175093406309041	10	0.174183730592974	0.785379656033582	0.999969004056041	422	NA
H1FX	Other	0.0882398397746701	10	0.175050984260925	0.786743477567793	0.999969004056041	NA	442
HLTF	Other	0.2145356863932	10	0.177131860722706	0.790161887387308	0.999969004056041	NA	443
FOXL2	Other	0.000624780864824098	10	0.180884934226215	0.796024548787616	0.999969004056041	NA	444
ETNK1	Other	-0.0847803506948376	10	0.181504697748085	0.797069554898245	0.999969004056041	423	NA
NFKBIE	Other	-0.0224131430049012	10	0.182976328263802	0.799380966719212	0.999969004056041	424	NA
SIRT6	Other	0.0140430598974631	10	0.185881476649945	0.803906374537275	0.999969004056041	NA	445
SIRT4	Other	0.0156229068468242	10	0.186904332776985	0.805110788359695	0.999969004056041	NA	446
ZNF687	Other	-0.173914216733067	10	0.187168698418183	0.805500451655183	0.999969004056041	425	NA
METTL9	Other	0.227059749977806	10	0.189025125443413	0.80825466267557	0.999969004056041	NA	447
IDH1	Other	0.175002801766404	10	0.18950022208429	0.808794877698861	0.999969004056041	NA	448
MLLT1	Other	0.0573674666799994	10	0.190195248294394	0.809981579553304	0.999969004056041	NA	449
NAP1L1	Other	0.0371077355138988	10	0.196052291383311	0.818129084822615	0.999969004056041	NA	450
TERT	Other	-0.162260750051417	10	0.197297302367113	0.819873713668326	0.999969004056041	426	NA
GATAD1	Other	-0.0557839361063066	10	0.19730445134593	0.819891425636302	0.999969004056041	427	NA
APOBEC3F	Other	0.0778060043487184	10	0.197304451345931	0.819891425636302	0.999969004056041	NA	451
MDM4	Other	0.137474599661029	10	0.198059183895626	0.821016135602827	0.999969004056041	NA	452
SIRT3	Other	0.0280034044822724	10	0.199288037493575	0.822734196496573	0.999969004056041	NA	453
GTF3C4	Essential	-0.024371423119574	10	0.200915556563503	0.824806496749854	0.999969004056041	428	NA
SMURF2	Other	0.047500980231056	10	0.202773558815595	0.827321596202554	0.999969004056041	NA	454
MTA1	Other	0.102475367681516	10	0.203999930969508	0.828977665208381	0.999969004056041	NA	455
BRDT	Nonessential	0.0539258102723566	10	0.204025434925198	0.829013089144335	0.999969004056041	NA	456
TDRD10	Other	-0.0155191022889495	10	0.204153508068385	0.829234488744044	0.999969004056041	429	NA
ELP5	Other	-0.179910162971711	10	0.204214630599479	0.82931419259994	0.999969004056041	430	NA
AKT3	Other	0.107233020682027	10	0.20461461308776	0.829907543527161	0.999969004056041	NA	457
HIST1H4E	Other	0.053938364835337	10	0.208323585081612	0.834840326608689	0.999969004056041	NA	458
PADI4	Other	0.0124598966666803	10	0.208323585081612	0.834840326608689	0.999969004056041	NA	459
KDM6A	Other	-0.019871981982167	10	0.209215791249725	0.836027028463133	0.999969004056041	431	NA
FBXL6	Other	0.0552860571679852	10	0.211454234783081	0.839064630971147	0.999969004056041	NA	460
STUB1	Other	-0.0903411665694057	10	0.212068183633489	0.83997679732195	0.999969004056041	432	NA
UBR1	Other	0.038772625124371	10	0.214111299065891	0.842846136134186	0.999969004056041	NA	461
HRAS	Other	0.166980992475538	10	0.215373744663714	0.844484493172036	0.999969004056041	NA	462
RNF43	Other	0.0552592702037983	10	0.215848169756513	0.845006996227351	0.999969004056041	NA	463
PCGF1	Other	0.158303195919559	10	0.217225171803997	0.846911032784853	0.999969004056041	NA	464
UHRF1	Other	-0.112268576697243	10	0.220142642103028	0.850860801643671	0.999969004056041	433	NA
PTCH1	Other	-0.13383518804093	10	0.221072909807232	0.851781823978462	0.999969004056041	434	NA
WDR77	Other	0.0135935223748817	10	0.22270834881193	0.853898404151685	0.999969004056041	NA	465
SKP1	Other	0.136747603703327	10	0.225390461960453	0.857307957987212	0.999969004056041	NA	466
AXIN2	Other	-0.159504367372586	10	0.226371541984912	0.858459235905702	0.999969004056041	435	NA
SMARCD3	Other	-0.0530646251956865	10	0.228628962653641	0.861133743070193	0.999969004056041	436	NA
TOPORS	Other	0.0177250248125978	10	0.229311398068021	0.861868789741228	0.999969004056041	NA	467
CAMKMT	Other	0.114182959013138	10	0.229353098207742	0.861895357693193	0.999969004056041	NA	468
ALPK3	Other	-0.111170350634129	10	0.231158636949494	0.864127065658265	0.999969004056041	437	NA
NCOA3	Other	0.0304694793569687	10	0.231809103541122	0.864968384137161	0.999969004056041	NA	469
NAP1L4	Other	0.139055808969856	10	0.23208388379543	0.865313767512708	0.999969004056041	NA	470
KANSL2	Other	-0.131770445841268	10	0.233194398649199	0.866580173223047	0.999969004056041	438	NA
NOTCH3	Other	-0.196948585079928	10	0.233234172878922	0.866597885191024	0.999969004056041	439	NA
SP100	Other	0.00988298707652406	10	0.233618618377089	0.867040684390443	0.999969004056041	NA	471
RNF125	Other	0.151342344916659	10	0.235104422271522	0.868723321348235	0.999969004056041	NA	472
UHRF2	Other	0.132137267242162	10	0.237632643333989	0.871512956304575	0.999969004056041	NA	473
PIAS3	Other	0.0675620729645635	10	0.239270963621385	0.87329300908624	0.999969004056041	NA	474
HERC5	Other	0.0833881257602929	10	0.239424828361165	0.873443560814042	0.999969004056041	NA	475
ALKBH2	Other	0.0287902587165304	10	0.239757196083587	0.873859792061496	0.999969004056041	NA	476
TUBB	Other	-0.253617771635149	10	0.240555133304689	0.874887086204148	0.999969004056041	440	NA
NAA60	Other	0.0431542573861967	10	0.24176517904533	0.876304043642289	0.999969004056041	NA	477
AEBP2	Other	0.071619272021728	10	0.241932886369287	0.87651658725801	0.999969004056041	NA	478
DPF3	Other	-0.00678400993621503	10	0.241978096010193	0.87656972316194	0.999969004056041	441	NA
CUX1	Other	0.028472089043037	10	0.242465420358598	0.877092226217255	0.999969004056041	NA	479
CSRP2BP	Other	0.0988968690152496	10	0.242604291891317	0.877225065977081	0.999969004056041	NA	480
MBD2	Other	0.0285521569830116	10	0.242891738617502	0.877552737384651	0.999969004056041	NA	481
RAD54B	Other	0.0015334867724025	10	0.243247601667065	0.877977824616093	0.999969004056041	NA	482
JARID2	Other	0.0842920283469928	10	0.244331361263909	0.879173382454524	0.999969004056041	NA	483
BAZ2B	Other	0.0364244231629164	10	0.244624027352959	0.879421350006199	0.999969004056041	NA	484
USP44	Other	0.128866367931048	10	0.245923696342565	0.880802883508387	0.999969004056041	NA	485
H3F3C	Other	-0.0732361590416541	10	0.250492035448183	0.88570909863795	0.999969004056041	442	NA
RNF5	Other	0.0265860958448278	10	0.251493703854856	0.886824952620486	0.999969004056041	NA	486
PRDM8	Other	-0.0261535322482373	10	0.251928831573172	0.8873474556758	0.999969004056041	443	NA
NFE2L2	Other	0.0954485247936383	10	0.251976485885313	0.88740059157973	0.999969004056041	NA	487
PJA2	Other	0.109885017012797	10	0.252785009944325	0.888135638250766	0.999969004056041	NA	488
ESR1	Other	-0.00425065368055763	10	0.252956413951544	0.888241910058627	0.999969004056041	444	NA
NSD1	Other	0.0645227468660391	10	0.254747158084168	0.89003081882428	0.999969004056041	NA	489
HNF1A	Other	-0.0485165950957095	10	0.255706483620224	0.890987265095025	0.999969004056041	445	NA
CHD9	Other	-0.08751915438834	10	0.256223710591295	0.891527480118316	0.999969004056041	446	NA
METTL21B	Other	0.0735505748786681	10	0.257631403789296	0.892731893940736	0.999969004056041	NA	490
METTL7A	Other	0.0542565853961152	10	0.258757797533999	0.89380346800333	0.999969004056041	NA	491
ASF1A	Other	0.0206806583177396	10	0.259507808383927	0.894671354434191	0.999969004056041	NA	492
METTL17	Other	-0.0412568175944809	10	0.260923365750638	0.896150303760251	0.999969004056041	447	NA
FXR1	Other	0.0419907186431463	10	0.2615975400792	0.896787934607414	0.999969004056041	NA	493
PRMT6	Other	0.103931950423741	10	0.262818293880977	0.897886076621974	0.999969004056041	NA	494
TRIM63	Other	0.0366252046168547	10	0.263342292812972	0.898382011725323	0.999969004056041	NA	495
NAA11	Other	-0.127555816663714	10	0.263932790428468	0.898869090844684	0.999969004056041	448	NA
TDRD6	Other	0.0121548734836422	10	0.264567353953853	0.899559857595778	0.999969004056041	NA	496
MTA2	Other	-0.129128694296003	10	0.264917227688691	0.899958376875255	0.999969004056041	449	NA
CBX8	Other	-0.0780762215458582	10	0.265794090359543	0.900994527001895	0.999969004056041	450	NA
FBXO7	Other	0.110544228536413	10	0.265921670514459	0.90118935864964	0.999969004056041	NA	497
PPP4R2	Other	-0.199520368413629	10	0.265969625237391	0.901251350537558	0.999969004056041	451	NA
GFI1	Other	0.0991744040482469	10	0.266496554057865	0.901711861704954	0.999969004056041	NA	498
PRDM15	Other	-0.0430469601485603	10	0.26680237095823	0.902039533112524	0.999969004056041	452	NA
KMT2C	Other	0.145021724876889	10	0.267106160349785	0.902322924600152	0.999969004056041	NA	499
KDM6B	Other	0.0980691875364725	10	0.267727942146049	0.902942843479339	0.999969004056041	NA	500
SQSTM1	Other	0.124880718596263	10	0.268256487007927	0.903474202518642	0.999969004056041	NA	501
INO80E	Other	0.0207572030621713	10	0.269315025472719	0.904598912485166	0.999969004056041	NA	502
JMJD6	Other	-0.059442082353603	10	0.26965571385128	0.904997431764643	0.999969004056041	453	NA
UBE3A	Other	-0.00455247176639417	10	0.272857366379271	0.908229865920402	0.999969004056041	454	NA
NCOA1	Other	0.1120212415104	10	0.274458342421792	0.909850510990276	0.999969004056041	NA	503
GATA1	Other	0.0782732358961196	10	0.276957223033748	0.912215058715174	0.999969004056041	NA	504
PTPN18	Other	0.0348329246339622	10	0.278927819898096	0.914216511096548	0.999969004056041	NA	505
PRMT1	Other	0.0261356551555878	10	0.279107277295134	0.914420198728281	0.999969004056041	NA	506
USP29	Nonessential	0.160456081374334	10	0.279924048970539	0.915199525319258	0.999969004056041	NA	507
SBK2	Other	0.0474896038669938	10	0.280130622516865	0.915544908694805	0.999969004056041	NA	508
NEK9	Other	0.121368008219328	10	0.281164183102299	0.916430507093643	0.999969004056041	NA	509
ATM	Other	0.0193214181648046	10	0.281264806277553	0.91650135496555	0.999969004056041	NA	510
EID2B	Other	0.0641898656485917	10	0.281264806277553	0.91650135496555	0.999969004056041	NA	511
MGRN1	Other	0.0103932415785312	10	0.281444936127689	0.916705042597283	0.999969004056041	NA	512
USP27X	Other	-0.0611468268348983	10	0.281802348241946	0.917059281956818	0.999969004056041	455	NA
STK11	Other	-0.0387526083985091	10	0.281991286970955	0.917280681556528	0.999969004056041	456	NA
ENY2	Other	-0.0522019442447968	10	0.282936696974197	0.918192847907331	0.999969004056041	457	NA
GTF2I	Other	-0.0557895889083031	10	0.283125921954432	0.91836111160311	0.999969004056041	458	NA
